"sku","length","width","height","strength","aisle","caustic"
749064,324,240,130,4,7,
749066,327,240,131,4,7,
749084,327,241,131,4,7,
749089,304,247,252,3,6,
749109,474,313,85,3,6,
749110,475,313,85,3,6,
749236,312,204,110,4,7,
749376,373,273,70,4,7,
749507,306,235,228,4,7,
749616,249,130,197,3,6,
749881,349,258,109,4,6,
750103,502,306,252,4,6,
750108,502,306,252,4,6,
750111,601,281,209,3,6,
750419,395,196,129,3,6,
750676,303,225,115,4,7,
750776,351,264,100,3,6,
750826,347,223,151,3,6,
751132,293,189,290,4,6,
751224,306,259,193,3,6,
751266,353,265,100,3,6,
751425,353,145,158,3,7,
751518,462,303,115,4,7,
751751,415,307,121,4,6,
751944,344,259,115,4,7,
752032,442,218,198,4,6,
752082,324,246,146,4,6,
752230,433,189,161,1,6,
752303,423,330,202,3,6,
752304,429,333,195,3,6,
752312,371,280,182,4,6,
752316,340,300,240,4,6,
752320,425,315,203,3,6,
752321,365,275,183,3,6,
752322,423,310,208,4,6,
752324,404,265,221,3,6,
752325,311,228,115,4,6,
752326,366,277,188,3,6,
752426,309,229,115,4,6,
752427,310,227,115,4,6,
752434,307,228,117,4,6,
752463,430,213,85,4,7,
752576,482,240,90,2,6,
752579,310,244,177,3,6,
752587,435,213,89,4,7,
752710,347,225,157,3,6,
752780,369,200,135,3,6,
752922,236,130,218,2,6,
753048,201,143,219,3,8,
753143,303,230,115,4,7,
753284,371,198,208,4,7,
753571,308,255,208,3,6,
753577,347,305,207,3,6,
753579,347,304,206,3,6,
753689,461,182,183,3,6,
753691,535,225,79,2,6,
754230,494,236,266,4,6,
754238,385,200,143,3,6,
754242,381,202,142,3,6,
754323,446,248,172,3,6,
754462,279,150,194,3,7,
754595,311,207,191,2,6,
754596,307,207,192,2,6,
754756,373,276,168,4,6,
754766,287,269,200,3,6,
754913,364,273,185,3,6,
755085,328,241,133,4,7,
755086,307,227,113,4,6,
755253,277,153,195,4,7,
755258,325,241,131,4,7,
755655,506,240,199,3,6,
755724,305,230,117,4,7,
755956,404,137,189,3,6,
755958,403,133,197,3,6,
755960,400,135,189,3,6,
755961,404,136,195,3,6,
756117,439,186,163,2,7,
756245,278,206,105,4,7,
756382,351,259,132,4,7,
756477,350,262,137,4,7,
756481,362,261,69,4,7,
756483,349,261,67,4,7,
756512,310,230,117,4,7,
756546,440,181,163,2,6,
756584,504,298,302,3,6,
756636,289,213,75,4,6,
756686,353,261,69,4,7,
756966,311,231,228,4,7,
757022,253,183,127,3,6,
757136,336,228,90,4,6,
757198,412,272,105,4,6,
757250,412,274,104,4,6,
757265,414,271,104,4,6,
757271,420,271,104,4,6,
757670,458,267,198,4,6,
757908,327,243,131,4,7,
758086,283,205,104,4,7,
758123,305,243,190,4,7,
758233,281,205,85,4,6,
758330,309,171,166,3,6,
758525,285,138,122,4,7,
758529,253,145,171,3,7,
758550,287,138,121,2,7,
758553,432,215,86,4,7,
758556,432,215,86,4,7,
758582,308,209,189,2,6,
758634,306,230,120,4,7,
758652,287,140,118,4,7,
758689,328,241,131,4,7,
758723,332,241,129,4,7,
758729,366,225,188,3,6,
758753,409,308,120,4,6,
758869,245,121,152,2,6,
759026,276,212,93,4,7,
759064,355,263,111,4,6,
759125,266,200,204,4,6,
759126,264,200,209,4,6,
759180,295,175,287,4,6,
759528,311,229,117,4,6,
759568,483,242,121,3,6,
759572,520,267,117,3,6,
759603,479,243,121,3,6,
759640,310,227,117,4,6,
759662,397,289,82,2,6,
759709,349,261,115,4,7,
759782,320,243,193,4,7,
759824,334,250,173,4,6,
759845,312,235,177,4,6,
759901,345,256,114,4,6,
759903,351,261,115,4,6,
759915,333,223,90,4,6,
760023,327,242,131,4,7,
760124,381,282,180,3,6,
760140,438,220,198,4,6,
760191,295,169,282,4,6,
760192,293,168,290,4,6,
760193,500,240,197,3,6,
760194,505,243,201,3,6,
760390,305,233,120,4,6,
760457,384,225,137,3,7,
760561,241,120,84,4,7,
760674,309,227,115,4,7,
760779,348,262,98,3,6,
760782,310,228,115,4,6,
760785,310,229,114,4,6,
760786,308,227,115,4,6,
760788,307,228,113,4,6,
760804,341,229,142,3,6,
760994,306,233,231,4,6,
760995,302,233,237,4,6,
761001,306,232,228,4,6,
761022,302,225,114,4,6,
761023,308,229,225,4,6,
761024,305,230,226,4,6,
761027,307,230,231,4,6,
761039,282,208,84,4,6,
761050,303,229,226,4,6,
761055,416,309,123,4,6,
761057,412,308,120,4,6,
761062,354,262,109,4,6,
761063,412,308,120,4,6,
761064,356,264,114,4,6,
761067,412,307,121,4,6,
761071,281,208,159,4,6,
761073,410,308,121,4,6,
761119,439,324,135,4,6,
761126,307,229,117,4,6,
761137,413,309,120,4,6,
761147,413,308,123,4,6,
761153,405,307,121,4,6,
761154,410,308,121,4,6,
761191,309,229,116,4,6,
761198,282,206,84,4,6,
761202,305,224,157,3,6,
761205,342,229,143,3,6,
761211,310,232,225,4,6,
761221,307,231,228,4,6,
761232,305,229,229,4,6,
761233,304,229,114,4,6,
761234,311,227,232,4,6,
761235,309,229,227,4,6,
761237,279,209,84,4,6,
761240,275,203,84,4,6,
761241,276,202,85,4,6,
761256,327,245,91,4,6,
761259,307,229,114,4,6,
761269,318,232,227,4,6,
761271,310,231,228,4,6,
761275,305,227,115,4,7,
761286,462,301,114,4,7,
761301,385,283,159,3,6,
761332,322,248,120,4,6,
761446,279,204,104,4,7,
761450,334,256,106,3,6,
761451,275,201,83,4,6,
761453,346,261,104,4,6,
761461,430,264,190,2,6,
761650,326,246,91,4,6,
761651,326,247,90,4,6,
761658,278,206,84,4,6,
761661,307,231,228,4,6,
761664,277,207,85,4,6,
761666,307,230,231,4,6,
761671,308,227,227,4,6,
761673,308,230,225,4,6,
761674,309,229,225,4,6,
761679,332,250,101,3,6,
761682,278,208,84,4,6,
761695,304,226,115,4,6,
761701,281,207,167,4,6,
761702,416,312,240,4,6,
761705,313,233,227,4,6,
761751,440,245,158,3,6,
761780,425,314,132,3,6,
761787,258,179,116,4,6,
761788,421,275,70,4,6,
761795,426,283,127,3,6,
761819,307,229,234,4,6,
761880,217,183,172,3,7,
761884,215,183,174,3,7,
761903,280,206,104,4,7,
761948,279,206,103,4,7,
762017,438,219,203,4,6,
762043,424,319,187,4,6,
762068,321,246,146,4,6,
762075,310,230,226,4,6,
762108,306,231,228,4,6,
762117,306,228,113,4,6,
762119,276,206,86,4,6,
762125,274,203,84,4,6,
762127,309,228,117,4,7,
762140,336,251,175,4,6,
762157,411,310,123,4,6,
762265,412,312,161,4,6,
762267,474,246,172,3,6,
762274,324,237,155,4,6,
762350,299,224,146,4,6,
762366,301,232,226,4,6,
762368,411,309,159,4,6,
762386,308,255,208,3,6,
762440,416,308,121,4,6,
762545,304,226,115,4,6,
762546,414,307,103,4,7,
762575,535,224,81,2,6,
762627,462,304,119,4,6,
762651,414,310,120,4,6,
762664,450,345,129,4,6,
762669,416,275,153,4,6,
762670,414,309,120,4,6,
762671,275,189,372,4,6,
762672,461,304,116,4,6,
762673,416,309,120,4,6,
762679,414,308,119,4,6,
762684,419,309,120,4,6,
762685,308,229,113,4,6,
762714,404,314,125,4,6,
762730,349,259,149,4,6,
762731,348,260,148,4,6,
762738,415,277,155,4,6,
762742,460,303,117,4,6,
762747,417,280,157,4,6,
762750,449,341,130,4,6,
762753,464,302,128,4,6,
762764,338,226,175,4,6,
762765,415,275,82,4,6,
762766,416,308,120,4,6,
762768,337,221,174,4,6,
762769,416,275,107,4,6,
762780,303,224,145,4,6,
762781,299,222,147,4,6,
762821,419,308,119,4,6,
762876,351,261,149,4,7,
762924,304,228,126,4,6,
762970,308,231,227,4,6,
762973,309,229,116,4,6,
763098,316,228,225,4,6,
763100,411,315,115,4,6,
763305,277,205,77,4,7,
763370,304,238,447,3,6,
763443,431,213,85,4,7,
763520,425,323,134,3,6,
763533,400,206,178,3,7,
763539,402,208,180,4,7,
763540,399,207,181,4,7,
763541,399,204,179,4,7,
763545,400,204,178,4,7,
763548,306,179,143,3,7,
763550,304,177,145,3,7,
763551,304,177,145,3,7,
763552,301,175,144,3,7,
763553,298,177,143,3,7,
763558,308,178,142,3,7,
763559,296,180,144,3,7,
763560,308,180,141,3,7,
763562,305,180,142,3,7,
763598,379,274,141,3,7,
763599,497,262,148,3,7,
764075,231,133,214,3,6,
764136,479,246,174,3,6,
764190,416,307,159,4,7,
764191,415,305,159,4,7,
764219,252,183,128,2,7,
764227,496,232,268,4,6,
764492,308,256,204,3,6,
764501,447,261,217,3,6,
764541,446,263,216,3,6,
764568,304,206,193,2,6,
764630,351,260,101,3,6,
764643,308,206,190,2,6,
764748,309,225,114,4,6,
764806,457,303,116,4,6,
764815,411,309,120,4,6,
764816,413,308,121,4,6,
764825,309,229,117,4,6,
764827,310,224,118,4,6,
764997,372,219,136,3,7,
765031,372,272,153,4,6,
765033,368,274,153,4,6,
765043,358,233,189,4,6,
765044,357,233,186,4,6,
765046,372,272,153,4,6,
765091,455,251,174,3,6,
765092,461,304,104,4,6,
765093,445,246,176,3,6,
765131,327,242,128,4,7,
765214,420,310,121,4,6,
765259,328,243,132,4,7,
765351,275,203,84,4,6,
765357,274,208,84,4,6,
765369,463,303,105,4,6,
765416,293,191,289,4,6,
765487,348,260,115,4,7,
765563,272,208,91,4,6,
765567,271,206,93,4,6,
765577,481,239,90,2,6,
765667,276,213,89,4,6,
765675,304,228,226,4,6,
765686,306,230,226,4,6,
765705,309,231,226,4,6,
765711,306,228,228,4,6,
765743,277,206,82,4,6,
765790,293,171,283,4,6,
765802,295,172,286,4,6,
765841,348,260,234,4,6,
765844,348,261,108,4,6,
765846,349,262,108,4,6,
765852,351,263,108,4,6,
765858,355,263,241,4,6,
765860,344,262,240,4,6,
765862,351,262,235,4,6,
765930,381,202,143,3,6,
765932,374,200,144,3,6,
765934,382,203,142,3,6,
765941,330,249,105,3,6,
765942,329,247,106,3,6,
765943,333,253,105,3,6,
765944,336,251,108,3,6,
765974,329,251,109,3,6,
765975,324,248,106,3,6,
765976,329,252,108,3,6,
766036,380,201,144,3,6,
766081,352,261,68,4,7,
766131,443,187,163,1,6,
766135,442,187,160,1,6,
766161,353,261,68,4,7,
766166,347,271,68,4,7,
766168,354,262,67,4,7,
766171,345,259,68,4,7,
766174,349,263,130,4,7,
766175,350,260,132,4,7,
766210,393,126,177,3,6,
766237,305,245,249,3,6,
766241,273,203,105,4,7,
766262,351,260,131,4,7,
766270,354,261,68,4,7,
766369,259,240,206,3,6,
766373,433,213,82,4,7,
766377,455,305,121,4,7,
766449,346,260,112,4,7,
766485,504,304,201,4,6,
766526,308,171,165,3,6,
766548,242,151,142,3,7,
766556,245,193,147,3,7,
766640,259,176,118,4,6,
766684,276,228,91,4,7,
767132,292,192,291,3,6,
767133,503,261,193,3,6,
767135,444,265,218,4,6,
767136,448,267,214,4,6,
767137,445,261,222,4,6,
767140,334,264,280,3,6,
767171,304,222,145,4,6,
767207,238,124,83,4,7,
767213,385,226,134,3,7,
767325,413,307,122,4,6,
767327,412,309,125,4,6,
767421,287,214,205,4,8,
767432,349,259,148,4,6,
767505,349,263,116,4,7,
767528,267,179,119,3,6,
767590,307,231,113,4,6,
767641,409,308,123,4,6,
767651,244,134,210,2,6,
767653,244,134,210,2,6,
767670,309,229,115,4,6,
767725,258,175,114,4,6,
767727,308,229,116,4,6,
767728,310,230,116,4,6,
767732,309,228,116,4,6,
767734,310,230,116,4,6,
767735,309,228,115,4,6,
767737,308,228,116,4,6,
767738,281,205,86,4,6,
767741,309,228,117,4,6,
767742,308,228,117,4,6,
767743,283,205,85,4,6,
767744,280,208,86,4,6,
767745,280,209,86,4,6,
767746,310,229,115,4,6,
767883,460,305,116,4,7,
767885,507,304,200,3,6,
767901,431,215,86,4,7,
767962,320,278,293,3,6,
767988,253,183,126,3,7,
768131,308,231,110,4,7,
768132,351,261,150,4,7,
768171,407,133,194,3,6,
768175,303,226,156,3,6,
768200,309,209,193,2,6,
768211,500,303,198,4,6,
768266,251,179,129,3,6,
768352,304,164,148,3,7,
768407,306,228,115,4,7,
768463,274,202,105,4,7,
768543,323,239,129,4,7,
768555,431,215,86,4,7,
768563,303,243,122,3,6,
768617,294,191,289,4,6,
768662,302,243,121,3,6,
768717,311,229,115,4,7,
768879,367,271,74,4,7,
768932,305,253,229,3,6,
768957,304,227,114,4,6,
769014,345,261,237,4,6,
769015,345,262,241,4,6,
769016,345,259,237,4,6,
769017,345,262,240,4,6,
769109,360,266,92,4,6,
769162,349,263,113,4,7,
769175,349,260,114,4,7,
769344,309,228,116,4,6,
769412,413,274,77,4,6,
769429,549,253,276,3,6,
769439,284,210,89,4,7,
769440,292,212,89,4,7,
769520,311,239,231,4,7,
769552,305,234,122,4,6,
769600,372,280,150,4,6,
769669,490,234,273,4,6,
769670,303,239,231,3,6,
769675,477,281,310,4,6,
769678,376,281,150,4,6,
769681,396,236,218,3,6,
769709,416,307,183,4,6,
769721,314,238,130,4,6,
769728,422,196,234,3,6,
769789,417,316,223,3,6,
769790,326,316,266,3,6,
769791,320,255,209,3,6,
769792,313,252,211,3,6,
769803,313,253,207,3,6,
769851,507,299,205,4,6,
769853,294,172,280,4,6,
769856,404,137,191,3,6,
769885,403,135,190,3,6,
769927,253,176,181,3,6,
769955,511,305,202,3,6,
769965,437,326,133,4,6,
769982,322,152,188,3,6,
770026,411,308,126,4,6,
770066,373,275,163,4,6,
770096,294,166,289,4,6,
770103,295,169,290,4,6,
770122,421,195,236,3,6,
770200,350,262,68,3,7,
770210,348,261,133,4,7,
770211,350,264,137,4,7,
770239,255,147,175,3,7,
770374,310,231,112,4,6,
770406,486,485,186,3,6,
770416,318,188,208,2,7,
770564,434,327,133,4,6,
770566,413,308,122,4,6,
770579,407,135,192,3,6,
770593,395,197,132,3,6,
770657,412,312,121,4,6,
770673,304,228,115,4,7,
770675,308,229,116,4,7,
770750,446,245,159,3,6,
770786,314,293,103,4,7,
770787,322,294,100,4,7,
770803,577,255,182,3,6,
770952,328,254,110,3,6,
770971,311,230,116,4,6,
770973,337,177,163,4,6,
771039,311,244,173,3,6,
771073,325,246,148,4,6,
771117,309,230,116,4,6,
771201,312,234,179,3,6,
771202,333,236,176,3,6,
771323,254,183,123,3,7,
771400,251,183,129,2,7,
771405,432,190,159,1,6,
771501,249,189,165,4,6,
771636,535,222,80,2,6,
771692,354,262,114,4,6,
771759,600,301,211,3,6,
771903,352,260,121,4,7,
771942,351,259,114,4,7,
772008,347,260,98,4,6,
772044,410,274,105,4,6,
772126,354,263,110,4,6,
772224,333,241,174,3,6,
772275,324,239,129,4,7,
772281,328,243,131,4,7,
772286,324,239,129,4,7,
772295,347,262,77,4,7,
772297,201,133,194,3,7,
772302,308,209,192,2,6,
772345,233,136,216,2,6,
772413,318,186,212,2,7,
772900,331,251,110,3,6,
773384,326,243,130,4,7,
773479,410,270,69,4,7,
773516,309,164,70,4,7,
773849,401,274,201,4,6,
773863,281,207,105,4,7,
773888,449,261,219,4,6,
773925,362,266,82,3,7,
773942,264,177,104,4,7,
773949,265,181,103,4,7,
773979,333,247,101,4,6,
774093,410,205,111,3,6,
774096,410,203,111,3,6,
774097,404,205,110,3,6,
774142,393,195,133,3,6,
774189,327,251,111,3,6,
774324,394,196,132,3,6,
774557,500,254,220,2,6,
774621,411,272,77,4,6,
774627,306,227,115,4,6,
774635,304,231,114,4,6,
774645,306,229,114,4,6,
774655,413,274,79,4,6,
774671,328,191,201,3,6,
774675,330,288,205,3,6,
774708,415,280,103,4,7,
774713,419,278,103,4,7,
774714,417,279,103,4,7,
774720,417,278,105,4,7,
774727,253,181,121,3,7,
774750,441,240,156,2,6,
774924,304,242,256,4,6,
774963,303,225,115,4,6,
774964,305,228,117,4,6,
775255,315,230,226,4,6,
775554,268,195,163,3,7,
775556,268,196,162,3,7,
775611,414,292,82,1,6,
775646,321,275,293,3,6,
775678,336,250,173,4,6,
775838,253,183,129,3,7,
775859,308,171,177,3,6,
775950,328,242,134,4,8,
776019,304,248,254,4,6,
776317,254,240,206,3,6,
776399,252,183,128,2,7,
776661,459,262,220,3,6,
776717,324,242,130,4,7,
776719,431,216,85,4,7,
776863,251,180,128,3,7,
777058,350,255,170,4,6,
777229,249,123,145,3,6,
777342,450,249,162,3,6,
777407,327,242,131,4,7,
777562,279,151,196,3,6,
777659,306,230,223,4,6,
777662,306,226,116,4,6,
777731,324,241,132,4,7,
777733,328,243,130,4,7,
777735,350,258,115,4,7,
777763,306,253,206,3,6,
777882,345,195,150,3,6,
777883,345,195,153,3,6,
777891,344,191,152,3,6,
778455,351,263,132,4,7,
778653,327,240,127,4,7,
778655,350,261,117,4,6,
778725,436,326,90,4,7,
778742,282,206,106,4,7,
778781,321,241,196,4,7,
778790,479,239,118,3,6,
778821,239,224,91,4,7,
778950,347,261,112,4,7,
779160,399,290,81,2,6,
779171,372,298,113,2,6,
779218,509,306,197,4,6,
779264,250,180,129,3,7,
779322,349,261,115,4,7,
779550,305,228,171,3,6,
779581,349,261,116,4,6,
779650,252,183,125,3,6,
779666,379,255,207,3,6,
779757,297,168,289,3,6,
779840,312,236,178,4,6,
779923,302,243,197,3,6,
780089,309,171,165,3,6,
780106,296,168,283,4,6,
780113,598,345,213,3,6,
780134,598,345,208,3,6,
780136,600,281,206,3,6,
780137,597,249,208,3,6,
780141,595,345,211,3,6,
780144,309,171,165,3,6,
780145,308,170,162,3,6,
780146,308,171,165,3,6,
780148,306,167,165,3,6,
780240,247,149,175,3,7,
780577,402,134,194,3,6,
780662,432,192,157,2,6,
780752,241,190,165,4,6,
780770,370,274,162,4,6,
780785,313,292,103,4,7,
780866,307,234,174,3,6,
780922,449,240,162,3,6,
781020,348,261,99,4,7,
781289,357,261,148,4,7,
781504,456,306,124,4,6,
781549,307,253,205,3,6,
781589,504,240,200,4,6,
781909,351,259,119,4,7,
782051,283,205,104,4,7,
782075,322,248,146,4,6,
782268,474,242,174,3,6,
782357,307,254,205,3,6,
782551,403,204,201,3,6,
782716,406,255,289,3,6,
782723,348,259,90,4,7,
782770,441,262,218,4,6,
782958,306,228,115,4,7,
782997,253,180,125,3,7,
783009,429,214,86,4,7,
783020,336,223,89,4,6,
783026,303,226,114,4,6,
783060,305,253,206,3,6,
783070,306,229,115,4,6,
783096,334,177,175,4,6,
783097,337,176,165,4,6,
783128,442,186,162,2,6,
783144,348,262,113,4,7,
783157,350,263,115,4,7,
783158,349,260,113,4,7,
783159,346,260,116,4,7,
783202,304,227,114,4,7,
783267,398,289,82,1,6,
783268,374,278,150,4,6,
783364,431,189,158,2,6,
783372,325,242,131,4,7,
783421,253,182,127,3,6,
783437,420,190,160,1,6,
783508,413,311,121,4,6,
783535,327,252,109,3,6,
783589,411,311,122,4,6,
783592,411,312,123,4,6,
783765,370,269,163,4,6,
783769,369,273,163,4,6,
783772,275,202,104,4,7,
783798,339,174,165,4,6,
784015,503,240,199,4,6,
784147,349,261,116,4,7,
784160,349,261,110,4,7,
784239,379,200,141,3,6,
784252,276,203,104,4,7,
784268,398,290,84,2,6,
784270,410,308,121,4,6,
784919,345,257,121,4,7,
784991,306,228,115,4,7,
784992,306,226,118,4,7,
785070,433,214,87,4,7,
785085,307,227,114,4,6,
785149,365,264,116,4,7,
785166,313,207,113,4,7,
785224,311,229,116,4,7,
785553,310,228,116,4,6,
785571,362,268,109,4,6,
785593,313,209,94,4,7,
785635,323,249,209,3,6,
785728,593,280,207,3,6,
785841,496,243,202,4,6,
785867,220,134,293,3,6,
785915,379,201,142,2,7,
786238,399,343,299,4,6,
786243,279,206,103,4,7,
786316,349,261,114,4,7,
786337,255,241,207,3,6,
786417,329,240,126,4,7,
786419,432,214,86,4,7,
786423,432,214,87,4,7,
786442,313,208,112,4,7,
786452,325,241,131,4,7,
786456,286,139,121,4,7,
786457,287,138,121,4,7,
786463,279,205,104,4,7,
786653,249,179,128,3,6,
786662,450,257,227,3,6,
786730,355,261,89,4,7,
786735,353,261,89,4,7,
786960,318,295,101,4,7,
787160,279,206,105,4,7,
787172,401,136,192,3,6,
787236,351,261,69,4,7,
787240,282,206,78,4,7,
787267,306,227,116,4,6,
787325,465,305,106,4,6,
787550,353,263,116,4,7,
787557,351,258,69,4,7,
787645,327,243,92,4,6,
787675,279,205,79,4,7,
787729,352,260,87,4,7,
787732,352,260,86,4,7,
787738,354,259,88,4,7,
787754,304,251,203,3,6,
788012,417,309,119,4,6,
788135,330,192,199,3,6,
788268,253,184,128,3,6,
788522,331,191,199,3,6,
788619,351,261,116,4,7,
788688,325,239,130,4,7,
788710,486,333,163,3,6,
788720,353,260,89,4,7,
788876,248,120,150,3,6,
788970,350,260,115,4,7,
789285,369,255,205,3,6,
789416,399,294,114,2,6,
789443,302,252,211,3,6,
789452,275,210,278,4,8,
789620,349,260,92,4,6,
789728,437,181,165,2,6,
789737,407,248,288,3,6,
789777,305,242,233,3,6,
789812,402,251,292,3,6,
789922,297,243,193,3,6,
790044,324,250,210,3,6,
790109,294,167,286,4,6,
790142,596,279,208,3,6,
790145,600,391,211,3,6,
790202,306,230,114,4,6,
790275,351,260,114,4,7,
790426,308,229,115,4,7,
790439,327,207,124,3,3,
790528,306,231,116,4,7,
790769,249,143,193,3,8,
790777,300,242,123,3,6,
790926,309,231,228,4,7,
791122,318,231,178,3,6,
791216,311,228,114,4,6,
791222,314,235,178,3,6,
791324,309,225,111,4,6,
791441,353,259,115,4,7,
791474,394,295,111,2,7,
791553,307,254,205,3,6,
791607,306,225,116,4,7,
791931,275,203,101,4,7,
791932,348,262,116,4,7,
791935,349,259,120,4,7,
791941,353,265,118,4,7,
791944,352,260,120,4,7,
792068,276,203,106,4,7,
792088,276,202,104,4,7,
792125,309,225,116,4,6,
792221,243,151,141,3,7,
792284,248,122,151,3,6,
792385,351,259,86,4,7,
792484,351,261,116,4,7,
792532,405,313,111,4,7,
792545,535,226,81,2,6,
792635,307,231,227,4,6,
792911,352,260,165,4,6,
792933,351,262,115,4,7,
793134,304,255,207,3,6,
793270,407,253,290,3,6,
793401,290,189,282,4,6,
793592,459,396,163,3,6,
794221,401,207,176,3,7,
794348,281,208,105,4,6,
794621,250,136,201,3,6,
794622,251,136,201,3,6,
794798,307,254,208,3,6,
794818,405,131,188,3,6,
794849,366,227,199,3,6,
794864,441,242,152,3,6,
794870,366,231,200,3,6,
794916,380,202,135,2,7,
794918,349,260,116,4,7,
794985,449,268,218,3,6,
795060,309,171,178,3,6,
795073,305,228,116,4,7,
795108,253,183,129,3,6,
795190,443,264,304,3,6,
795273,308,228,226,4,6,
795469,480,331,161,4,6,
795858,257,175,95,4,7,
795875,311,224,85,4,6,
795918,378,200,144,2,7,
796010,380,201,142,3,6,
796213,304,230,226,4,6,
796651,413,272,105,4,7,
796653,328,243,131,4,7,
796664,308,256,205,3,6,
796798,474,246,172,3,6,
796962,317,293,101,4,7,
797502,350,262,115,4,7,
797507,349,261,114,4,7,
797551,572,256,186,3,6,
797724,242,138,150,3,6,
798039,279,211,149,4,7,
798189,272,208,155,4,6,
798375,454,303,119,4,7,
798377,457,303,119,4,7,
798439,280,204,100,4,7,
799483,343,259,114,4,7,
799529,312,230,227,4,6,
799564,413,272,104,4,7,
799644,324,252,104,3,6,
799830,255,245,205,3,6,
799888,253,245,205,3,6,
799901,508,306,198,4,6,
799963,255,245,207,3,6,
